"collection","period_label","year"
"John Pope-Hennessy papers","Renaissance","1874"
"John Pope-Hennessy papers","Renaissance","1875"
"John Pope-Hennessy papers","Renaissance","1876"
"John Pope-Hennessy papers","Renaissance","1877"
"John Pope-Hennessy papers","Renaissance","1878"
"John Pope-Hennessy papers","Renaissance","1879"
"John Pope-Hennessy papers","Renaissance","1880"
"John Pope-Hennessy papers","Renaissance","1881"
"John Pope-Hennessy papers","Renaissance","1882"
"John Pope-Hennessy papers","Renaissance","1883"
"John Pope-Hennessy papers","Renaissance","1884"
"John Pope-Hennessy papers","Renaissance","1885"
"John Pope-Hennessy papers","Renaissance","1886"
"John Pope-Hennessy papers","Renaissance","1887"
"John Pope-Hennessy papers","Renaissance","1888"
"John Pope-Hennessy papers","Renaissance","1889"
"John Pope-Hennessy papers","Renaissance","1890"
"John Pope-Hennessy papers","Renaissance","1891"
"John Pope-Hennessy papers","Renaissance","1892"
"John Pope-Hennessy papers","Renaissance","1893"
"John Pope-Hennessy papers","Renaissance","1894"
"John Pope-Hennessy papers","Renaissance","1895"
"John Pope-Hennessy papers","Renaissance","1896"
"John Pope-Hennessy papers","Renaissance","1897"
"John Pope-Hennessy papers","Renaissance","1898"
"John Pope-Hennessy papers","Renaissance","1899"
"John Pope-Hennessy papers","Renaissance","1900"
"John Pope-Hennessy papers","Renaissance","1901"
"John Pope-Hennessy papers","Renaissance","1902"
"John Pope-Hennessy papers","Renaissance","1903"
"John Pope-Hennessy papers","Renaissance","1904"
"John Pope-Hennessy papers","Renaissance","1905"
"John Pope-Hennessy papers","Renaissance","1906"
"John Pope-Hennessy papers","Renaissance","1907"
"John Pope-Hennessy papers","Renaissance","1908"
"John Pope-Hennessy papers","Renaissance","1909"
"John Pope-Hennessy papers","Renaissance","1910"
"John Pope-Hennessy papers","Renaissance","1911"
"John Pope-Hennessy papers","Renaissance","1912"
"John Pope-Hennessy papers","Renaissance","1913"
"John Pope-Hennessy papers","Renaissance","1914"
"John Pope-Hennessy papers","Renaissance","1915"
"John Pope-Hennessy papers","Renaissance","1916"
"John Pope-Hennessy papers","Renaissance","1917"
"John Pope-Hennessy papers","Renaissance","1918"
"John Pope-Hennessy papers","Renaissance","1919"
"John Pope-Hennessy papers","Renaissance","1920"
"John Pope-Hennessy papers","Renaissance","1921"
"John Pope-Hennessy papers","Renaissance","1922"
"John Pope-Hennessy papers","Renaissance","1923"
"John Pope-Hennessy papers","Renaissance","1924"
"John Pope-Hennessy papers","Renaissance","1925"
"John Pope-Hennessy papers","Renaissance","1926"
"John Pope-Hennessy papers","Renaissance","1927"
"John Pope-Hennessy papers","Renaissance","1928"
"John Pope-Hennessy papers","Renaissance","1929"
"John Pope-Hennessy papers","Renaissance","1930"
"John Pope-Hennessy papers","Renaissance","1931"
"John Pope-Hennessy papers","Renaissance","1932"
"John Pope-Hennessy papers","Renaissance","1933"
"John Pope-Hennessy papers","Renaissance","1934"
"John Pope-Hennessy papers","Renaissance","1935"
"John Pope-Hennessy papers","Renaissance","1936"
"John Pope-Hennessy papers","Renaissance","1937"
"John Pope-Hennessy papers","Renaissance","1938"
"John Pope-Hennessy papers","Renaissance","1939"
"John Pope-Hennessy papers","Renaissance","1940"
"John Pope-Hennessy papers","Renaissance","1941"
"John Pope-Hennessy papers","Renaissance","1942"
"John Pope-Hennessy papers","Renaissance","1943"
"John Pope-Hennessy papers","Renaissance","1944"
"John Pope-Hennessy papers","Renaissance","1945"
"John Pope-Hennessy papers","Renaissance","1946"
"John Pope-Hennessy papers","Renaissance","1947"
"John Pope-Hennessy papers","Renaissance","1948"
"John Pope-Hennessy papers","Renaissance","1949"
"John Pope-Hennessy papers","Renaissance","1950"
"John Pope-Hennessy papers","Renaissance","1951"
"John Pope-Hennessy papers","Renaissance","1952"
"John Pope-Hennessy papers","Renaissance","1953"
"John Pope-Hennessy papers","Renaissance","1954"
"John Pope-Hennessy papers","Renaissance","1955"
"John Pope-Hennessy papers","Renaissance","1956"
"John Pope-Hennessy papers","Renaissance","1957"
"John Pope-Hennessy papers","Renaissance","1958"
"John Pope-Hennessy papers","Renaissance","1959"
"John Pope-Hennessy papers","Renaissance","1960"
"John Pope-Hennessy papers","Renaissance","1961"
"John Pope-Hennessy papers","Renaissance","1962"
"John Pope-Hennessy papers","Renaissance","1963"
"John Pope-Hennessy papers","Renaissance","1964"
"John Pope-Hennessy papers","Renaissance","1965"
"John Pope-Hennessy papers","Renaissance","1966"
"John Pope-Hennessy papers","Renaissance","1967"
"John Pope-Hennessy papers","Renaissance","1968"
"John Pope-Hennessy papers","Renaissance","1969"
"John Pope-Hennessy papers","Renaissance","1970"
"John Pope-Hennessy papers","Renaissance","1971"
"John Pope-Hennessy papers","Renaissance","1972"
"John Pope-Hennessy papers","Renaissance","1973"
"John Pope-Hennessy papers","Renaissance","1974"
"John Pope-Hennessy papers","Renaissance","1975"
"John Pope-Hennessy papers","Renaissance","1976"
"John Pope-Hennessy papers","Renaissance","1977"
"John Pope-Hennessy papers","Renaissance","1978"
"John Pope-Hennessy papers","Renaissance","1979"
"John Pope-Hennessy papers","Renaissance","1980"
"John Pope-Hennessy papers","Renaissance","1981"
"John Pope-Hennessy papers","Renaissance","1982"
"John Pope-Hennessy papers","Renaissance","1983"
"John Pope-Hennessy papers","Renaissance","1984"
"John Pope-Hennessy papers","Renaissance","1985"
"John Pope-Hennessy papers","Renaissance","1986"
"John Pope-Hennessy papers","Renaissance","1987"
"John Pope-Hennessy papers","Renaissance","1988"
"John Pope-Hennessy papers","Renaissance","1989"
"John Pope-Hennessy papers","Renaissance","1990"
"John Pope-Hennessy papers","Renaissance","1991"
"John Pope-Hennessy papers","Renaissance","1992"
"John Pope-Hennessy papers","Renaissance","1993"
"John Pope-Hennessy papers","Renaissance","1994"
"John Pope-Hennessy papers","Renaissance","1995"
"Nachlass Cornelius von Fabriczy","Renaissance","1888"
"Nachlass Cornelius von Fabriczy","Renaissance","1889"
"Nachlass Cornelius von Fabriczy","Renaissance","1890"
"Nachlass Cornelius von Fabriczy","Renaissance","1891"
"Nachlass Cornelius von Fabriczy","Renaissance","1892"
"Nachlass Cornelius von Fabriczy","Renaissance","1893"
"Nachlass Cornelius von Fabriczy","Renaissance","1894"
"Nachlass Cornelius von Fabriczy","Renaissance","1895"
"Nachlass Cornelius von Fabriczy","Renaissance","1896"
"Nachlass Cornelius von Fabriczy","Renaissance","1897"
"Nachlass Cornelius von Fabriczy","Renaissance","1898"
"Nachlass Cornelius von Fabriczy","Renaissance","1899"
"Nachlass Cornelius von Fabriczy","Renaissance","1900"
"Nachlass Cornelius von Fabriczy","Renaissance","1901"
"Nachlass Cornelius von Fabriczy","Renaissance","1902"
"Nachlass Cornelius von Fabriczy","Renaissance","1903"
"Nachlass Cornelius von Fabriczy","Renaissance","1904"
"Nachlass Cornelius von Fabriczy","Renaissance","1905"
"Nachlass Cornelius von Fabriczy","Renaissance","1906"
"Nachlass Cornelius von Fabriczy","Renaissance","1907"
"Nachlass Cornelius von Fabriczy","Renaissance","1908"
"Nachlass Cornelius von Fabriczy","Renaissance","1909"
"Nachlass Cornelius von Fabriczy","Renaissance","1910"
"Fondo Aby Warburg","Renaissance","1903"
"Fondo Aby Warburg","Renaissance","1904"
"Fondo Aby Warburg","Renaissance","1905"
"Fondo Aby Warburg","Renaissance","1906"
"Fondo Aby Warburg","Renaissance","1907"
"Fondo Aby Warburg","Renaissance","1908"
"Fondo Aby Warburg","Renaissance","1909"
"Fondo Aby Warburg","Renaissance","1910"
"Fondo Aby Warburg","Renaissance","1911"
"Fondo Aby Warburg","Renaissance","1912"
"Fondo Aby Warburg","Renaissance","1913"
"Fondo Aby Warburg","Renaissance","1914"
"Fondo Aby Warburg","Renaissance","1915"
"Fondo Aby Warburg","Renaissance","1916"
"Fondo Aby Warburg","Renaissance","1917"
"Fondo Aby Warburg","Renaissance","1918"
"Fondo Aby Warburg","Renaissance","1919"
"Fondo Aby Warburg","Renaissance","1920"
"Fondo Aby Warburg","Renaissance","1921"
"Fondo Aby Warburg","Renaissance","1922"
"Fondo Aby Warburg","Renaissance","1923"
"Fondo Aby Warburg","Renaissance","1924"
"Fondo Aby Warburg","Renaissance","1925"
"Fondo Aby Warburg","Renaissance","1926"
"Fondo Aby Warburg","Renaissance","1927"
"Fototeca Zeri","Renaissance","1947"
"Fototeca Zeri","Renaissance","1948"
"Fototeca Zeri","Renaissance","1949"
"Fototeca Zeri","Renaissance","1950"
"Fototeca Zeri","Renaissance","1951"
"Fototeca Zeri","Renaissance","1952"
"Fototeca Zeri","Renaissance","1953"
"Fototeca Zeri","Renaissance","1954"
"Fototeca Zeri","Renaissance","1955"
"Fototeca Zeri","Renaissance","1956"
"Fototeca Zeri","Renaissance","1957"
"Fototeca Zeri","Renaissance","1958"
"Fototeca Zeri","Renaissance","1959"
"Fototeca Zeri","Renaissance","1960"
"Fototeca Zeri","Renaissance","1961"
"Fototeca Zeri","Renaissance","1962"
"Fototeca Zeri","Renaissance","1963"
"Fototeca Zeri","Renaissance","1964"
"Fototeca Zeri","Renaissance","1965"
"Fototeca Zeri","Renaissance","1966"
"Fototeca Zeri","Renaissance","1967"
"Fototeca Zeri","Renaissance","1968"
"Fototeca Zeri","Renaissance","1969"
"Fototeca Zeri","Renaissance","1970"
"Fototeca Zeri","Renaissance","1971"
"Fototeca Zeri","Renaissance","1972"
"Fototeca Zeri","Renaissance","1973"
"Fototeca Zeri","Renaissance","1974"
"Fototeca Zeri","Renaissance","1975"
"Fototeca Zeri","Renaissance","1976"
"Fototeca Zeri","Renaissance","1977"
"Fototeca Zeri","Renaissance","1978"
"Fototeca Zeri","Renaissance","1979"
"Fototeca Zeri","Renaissance","1980"
"Fototeca Zeri","Renaissance","1981"
"Fototeca Zeri","Renaissance","1982"
"Fototeca Zeri","Renaissance","1983"
"Fototeca Zeri","Renaissance","1984"
"Fototeca Zeri","Renaissance","1985"
"Fototeca Zeri","Renaissance","1986"
"Fototeca Zeri","Renaissance","1987"
"Fototeca Zeri","Renaissance","1988"
"Fototeca Zeri","Renaissance","1989"
"Fototeca Zeri","Renaissance","1990"
"Fototeca Zeri","Renaissance","1991"
"Fototeca Zeri","Renaissance","1992"
"Fototeca Zeri","Renaissance","1993"
"Fototeca Zeri","Renaissance","1994"
"Fototeca Zeri","Renaissance","1995"
"Fototeca Zeri","Renaissance","1996"
"Fototeca Zeri","Renaissance","1997"
"Fototeca Zeri","Renaissance","1998"
"Nachlass Werner Cohn","Renaissance","1931"
"Nachlass Werner Cohn","Renaissance","1932"
"Nachlass Werner Cohn","Renaissance","1933"
"Nachlass Werner Cohn","Renaissance","1934"
"Nachlass Werner Cohn","Renaissance","1935"
"Nachlass Werner Cohn","Renaissance","1936"
"Nachlass Werner Cohn","Renaissance","1937"
"Nachlass Werner Cohn","Renaissance","1938"
"Nachlass Werner Cohn","Renaissance","1939"
"Nachlass Werner Cohn","Renaissance","1940"
"Nachlass Werner Cohn","Renaissance","1941"
"Nachlass Werner Cohn","Renaissance","1942"
"Nachlass Werner Cohn","Renaissance","1943"
"Nachlass Werner Cohn","Renaissance","1944"
"Nachlass Werner Cohn","Renaissance","1945"
"Nachlass Werner Cohn","Renaissance","1946"
"Nachlass Werner Cohn","Renaissance","1947"
"Nachlass Werner Cohn","Renaissance","1948"
"Nachlass Werner Cohn","Renaissance","1949"
"Nachlass Werner Cohn","Renaissance","1950"
"Nachlass Werner Cohn","Renaissance","1951"
"Nachlass Werner Cohn","Renaissance","1952"
"Nachlass Werner Cohn","Renaissance","1953"
"Nachlass Werner Cohn","Renaissance","1954"
"Nachlass Werner Cohn","Renaissance","1955"
"Nachlass Werner Cohn","Renaissance","1956"
"Nachlass Werner Cohn","Renaissance","1957"
"Nachlass Werner Cohn","Renaissance","1958"
"Nachlass Werner Cohn","Renaissance","1959"
"Nachlass Werner Cohn","Renaissance","1960"
"Ulrich Middledorf papers","Renaissance","1925"
"Ulrich Middledorf papers","Renaissance","1926"
"Ulrich Middledorf papers","Renaissance","1927"
"Ulrich Middledorf papers","Renaissance","1928"
"Ulrich Middledorf papers","Renaissance","1929"
"Ulrich Middledorf papers","Renaissance","1930"
"Ulrich Middledorf papers","Renaissance","1931"
"Ulrich Middledorf papers","Renaissance","1932"
"Ulrich Middledorf papers","Renaissance","1933"
"Ulrich Middledorf papers","Renaissance","1934"
"Ulrich Middledorf papers","Renaissance","1935"
"Ulrich Middledorf papers","Renaissance","1936"
"Ulrich Middledorf papers","Renaissance","1937"
"Ulrich Middledorf papers","Renaissance","1938"
"Ulrich Middledorf papers","Renaissance","1939"
"Ulrich Middledorf papers","Renaissance","1940"
"Ulrich Middledorf papers","Renaissance","1941"
"Ulrich Middledorf papers","Renaissance","1942"
"Ulrich Middledorf papers","Renaissance","1943"
"Ulrich Middledorf papers","Renaissance","1944"
"Ulrich Middledorf papers","Renaissance","1945"
"Ulrich Middledorf papers","Renaissance","1946"
"Ulrich Middledorf papers","Renaissance","1947"
"Ulrich Middledorf papers","Renaissance","1948"
"Ulrich Middledorf papers","Renaissance","1949"
"Ulrich Middledorf papers","Renaissance","1950"
"Ulrich Middledorf papers","Renaissance","1951"
"Ulrich Middledorf papers","Renaissance","1952"
"Ulrich Middledorf papers","Renaissance","1953"
"Ulrich Middledorf papers","Renaissance","1954"
"Ulrich Middledorf papers","Renaissance","1955"
"Ulrich Middledorf papers","Renaissance","1956"
"Ulrich Middledorf papers","Renaissance","1957"
"Ulrich Middledorf papers","Renaissance","1958"
"Ulrich Middledorf papers","Renaissance","1959"
"Ulrich Middledorf papers","Renaissance","1960"
"Ulrich Middledorf papers","Renaissance","1961"
"Ulrich Middledorf papers","Renaissance","1962"
"Ulrich Middledorf papers","Renaissance","1963"
"Ulrich Middledorf papers","Renaissance","1964"
"Ulrich Middledorf papers","Renaissance","1965"
"Ulrich Middledorf papers","Renaissance","1966"
"Ulrich Middledorf papers","Renaissance","1967"
"Ulrich Middledorf papers","Renaissance","1968"
"Ulrich Middledorf papers","Renaissance","1969"
"Ulrich Middledorf papers","Renaissance","1970"
"Ulrich Middledorf papers","Renaissance","1971"
"Ulrich Middledorf papers","Renaissance","1972"
"Ulrich Middledorf papers","Renaissance","1973"
"Ulrich Middledorf papers","Renaissance","1974"
"Ulrich Middledorf papers","Renaissance","1975"
"Ulrich Middledorf papers","Renaissance","1976"
"Ulrich Middledorf papers","Renaissance","1977"
"Ulrich Middledorf papers","Renaissance","1978"
"Ulrich Middledorf papers","Renaissance","1979"
"Ulrich Middledorf papers","Renaissance","1980"
"Ulrich Middledorf papers","Renaissance","1981"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1925"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1926"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1927"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1928"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1929"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1930"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1931"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1932"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1933"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1934"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1935"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1936"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1937"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1938"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1939"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1940"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1941"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1942"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1943"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1944"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1945"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1946"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1947"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1948"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","Renaissance","1949"
